sector,product group,product,Year,fiscal year,balance sheet generic term,balance sheet item,Value,Calculation1,numerical value,Calculation_numerical_value,Unit,supplement unit
Vegetable products,Grain,corn,2000,2000/01,export,export,1410,1410,1410,1410,1 000 tons,product weight
Vegetable products,Grain,soft wheat,2000,2000/01,detail position,total domestic use,15475,15475,15475,15475,1 000 tons,product weight
Vegetable products,Grain,durum wheat,2000,2000/01,detail position,total domestic use,780,780,780,780,1 000 tons,product weight
Vegetable products,Grain,rye,2000,2000/01,detail position,total domestic use,2410,2410,2410,2410,1 000 tons,product weight
Vegetable products,Grain,barley,2000,2000/01,detail position,total domestic use,10004,10004,10004,10004,1 000 tons,product weight
Vegetable products,Grain,oats,2000,2000/01,detail position,total domestic use,1254,1254,1254,1254,1 000 tons,product weight
Vegetable products,Grain,triticale,2000,2000/01,detail position,total domestic use,2625,2625,2625,2625,1 000 tons,product weight
Vegetable products,Grain,corn,2000,2000/01,detail position,total domestic use,3936,3936,3936,3936,1 000 tons,product weight
Vegetable products,Grain,soft wheat,2000,2000/01,detail position,seed,522,522,522,522,1 000 tons,product weight
Vegetable products,Grain,durum wheat,2000,2000/01,detail position,seed,1,1,1,1,1 000 tons,product weight
Vegetable products,Grain,rye,2000,2000/01,detail position,seed,110,110,110,110,1 000 tons,product weight
Vegetable products,Grain,barley,2000,2000/01,detail position,seed,308,308,308,308,1 000 tons,product weight
Vegetable products,Grain,oats,2000,2000/01,detail position,seed,39,39,39,39,1 000 tons,product weight
Vegetable products,Grain,triticale,2000,2000/01,detail position,seed,86,86,86,86,1 000 tons,product weight
Vegetable products,Grain,corn,2000,2000/01,detail position,seed,50,50,50,50,1 000 tons,product weight
Vegetable products,Grain,soft wheat,2000,2000/01,detail position,lining,8462,8462,8462,8462,1 000 tons,product weight
Vegetable products,Grain,durum wheat,2000,2000/01,detail position,lining,4,4,4,4,1 000 tons,product weight
Vegetable products,Grain,rye,2000,2000/01,detail position,lining,1255,1255,1255,1255,1 000 tons,product weight
Vegetable products,Grain,barley,2000,2000/01,detail position,lining,7015,7015,7015,7015,1 000 tons,product weight
Vegetable products,Grain,oats,2000,2000/01,detail position,lining,1008,1008,1008,1008,1 000 tons,product weight
Vegetable products,Grain,triticale,2000,2000/01,detail position,lining,2469,2469,2469,2469,1 000 tons,product weight
Vegetable products,Grain,corn,2000,2000/01,detail position,lining,2537,2537,2537,2537,1 000 tons,product weight
Vegetable products,Grain,soft wheat,2000,2000/01,detail position,losses,506,506,506,506,1 000 tons,product weight
Vegetable products,Grain,durum wheat,2000,2000/01,detail position,losses,15,15,15,15,1 000 tons,product weight
Vegetable products,Grain,rye,2000,2000/01,detail position,losses,108,108,108,108,1 000 tons,product weight
Vegetable products,Grain,barley,2000,2000/01,detail position,losses,299,299,299,299,1 000 tons,product weight
Vegetable products,Grain,oats,2000,2000/01,detail position,losses,29,29,29,29,1 000 tons,product weight
Vegetable products,Grain,triticale,2000,2000/01,detail position,losses,56,56,56,56,1 000 tons,product weight
Vegetable products,Grain,corn,2000,2000/01,detail position,losses,99,99,99,99,1 000 tons,product weight
Vegetable products,Grain,soft wheat,2000,2000/01,detail position,Industrial Usage ,,,,,1 000 tons,product weight
Vegetable products,Grain,durum wheat,2000,2000/01,detail position,Industrial Usage ,,,,,1 000 tons,product weight
Vegetable products,Grain,rye,2000,2000/01,detail position,Industrial Usage ,,,,,1 000 tons,product weight
Vegetable products,Grain,barley,2000,2000/01,detail position,Industrial Usage ,,,,,1 000 tons,product weight
Vegetable products,Grain,oats,2000,2000/01,detail position,Industrial Usage ,,,,,1 000 tons,product weight
Vegetable products,Grain,triticale,2000,2000/01,detail position,Industrial Usage ,,,,,1 000 tons,product weight
Vegetable products,Grain,corn,2000,2000/01,detail position,Industrial Usage ,,,,,1 000 tons,product weight
Vegetable products,Grain,soft wheat,2000,2000/01,detail position,consumption,5378,5378,5378,5378,1 000 tons,grain value
Vegetable products,Grain,durum wheat,2000,2000/01,detail position,consumption,760,760,760,760,1 000 tons,grain value
Vegetable products,Grain,rye,2000,2000/01,detail position,consumption,920,920,920,920,1 000 tons,grain value
Vegetable products,Grain,barley,2000,2000/01,detail position,consumption,23,23,23,23,1 000 tons,grain value
Vegetable products,Grain,oats,2000,2000/01,detail position,consumption,178,178,178,178,1 000 tons,grain value
Vegetable products,Grain,triticale,2000,2000/01,detail position,consumption,0,0,0,0,1 000 tons,grain value
Vegetable products,Grain,corn,2000,2000/01,detail position,consumption,777,777,777,777,1 000 tons,grain value
Vegetable products,Grain,soft wheat,2000,2000/01,detail position,consumption in kg per capita,,,,,kilogram,grain value
Vegetable products,Grain,durum wheat,2000,2000/01,detail position,consumption in kg per capita,,,,,kilogram,grain value
Vegetable products,Grain,rye,2000,2000/01,detail position,consumption in kg per capita,,,,,kilogram,grain value
Vegetable products,Grain,barley,2000,2000/01,detail position,consumption in kg per capita,,,,,1 000 tons,grain value
Vegetable products,Grain,oats,2000,2000/01,detail position,consumption in kg per capita,,,,,1 000 tons,grain value
Vegetable products,Grain,triticale,2000,2000/01,detail position,consumption in kg per capita,,,,,1 000 tons,grain value
Vegetable products,Grain,corn,2000,2000/01,detail position,consumption in kg per capita,,,,,kilogram,grain value
Vegetable products,Grain,soft wheat,2000,2000/01,detail position,food consumption % yield,79.9368,79.9368,79.9368,79.9368,%,
Vegetable products,Grain,durum wheat,2000,2000/01,detail position,food consumption % yield,68.4211,68.4211,68.4211,68.4211,%,
Vegetable products,Grain,rye,2000,2000/01,detail position,food consumption % yield,86.1957,86.1957,86.1957,86.1957,%,
Vegetable products,Grain,barley,2000,2000/01,detail position,food consumption % yield,73.913,73.913,73.913,73.913,%,
Vegetable products,Grain,oats,2000,2000/01,detail position,food consumption % yield,76.9663,76.9663,76.9663,76.9663,%,
Vegetable products,Grain,triticale,2000,2000/01,detail position,food consumption % yield,0,0,0,0,%,
Vegetable products,Grain,corn,2000,2000/01,detail position,food consumption % yield,62.1622,62.1622,62.1622,62.1622,%,
Vegetable products,Grain,soft wheat,2000,2000/01,consumption,consumption,4299,4299,4299,4299,1 000 tons,product weight
Vegetable products,Grain,durum wheat,2000,2000/01,consumption,consumption,520,520,520,520,1 000 tons,product weight
Vegetable products,Grain,rye,2000,2000/01,consumption,consumption,793,793,793,793,1 000 tons,product weight
Vegetable products,Grain,barley,2000,2000/01,consumption,consumption,17,17,17,17,1 000 tons,product weight
Vegetable products,Grain,oats,2000,2000/01,consumption,consumption,137,137,137,137,1 000 tons,product weight
Vegetable products,Grain,triticale,2000,2000/01,consumption,consumption,0,0,0,0,1 000 tons,product weight
Vegetable products,Grain,corn,2000,2000/01,consumption,consumption,483,483,483,483,1 000 tons,product weight
Vegetable products,Grain,soft wheat,2000,2000/01,consumption per head,consumption in kg per capita,52.2611,52.2611,52.2611,52.2611,kilogram,flour value
Vegetable products,Grain,durum wheat,2000,2000/01,consumption per head,consumption in kg per capita,6.32142,6.32142,6.32142,6.32142,kilogram,flour value
Vegetable products,Grain,rye,2000,2000/01,consumption per head,consumption in kg per capita,9.64017,9.64017,9.64017,9.64017,kilogram,flour value
Vegetable products,Grain,barley,2000,2000/01,consumption per head,consumption in kg per capita,0.206662,0.206662,0.206662,0.206662,kilogram,flour value
Vegetable products,Grain,oats,2000,2000/01,consumption per head,consumption in kg per capita,1.66545,1.66545,1.66545,1.66545,kilogram,flour value
Vegetable products,Grain,triticale,2000,2000/01,consumption per head,consumption in kg per capita,0,0,0,0,kilogram,flour value
Vegetable products,Grain,corn,2000,2000/01,consumption per head,consumption in kg per capita,5.87163,5.87163,5.87163,5.87163,kilogram,flour value
Vegetable products,Grain,soft wheat,2000,2000/01,degree of self-sufficiency,degree of self-sufficiency in %,139.276,139.276,139.276,139.276,%,
Vegetable products,Grain,durum wheat,2000,2000/01,degree of self-sufficiency,degree of self-sufficiency in %,5.51282,5.51282,5.51282,5.51282,%,
Vegetable products,Grain,rye,2000,2000/01,degree of self-sufficiency,degree of self-sufficiency in %,174.606,174.606,174.606,174.606,%,
Vegetable products,Grain,barley,2000,2000/01,degree of self-sufficiency,degree of self-sufficiency in %,120.842,120.842,120.842,120.842,%,
Vegetable products,Grain,oats,2000,2000/01,degree of self-sufficiency,degree of self-sufficiency in %,95.8533,95.8533,95.8533,95.8533,%,
Vegetable products,Grain,triticale,2000,2000/01,degree of self-sufficiency,degree of self-sufficiency in %,106.667,106.667,106.667,106.667,%,
Vegetable products,Grain,corn,2000,2000/01,degree of self-sufficiency,degree of self-sufficiency in %,84.4512,84.4512,84.4512,84.4512,%,
Vegetable products,Grain,soft wheat,2000,2000/01,detail position,domestically produced feed,,,,,1 000 tons,product weight
Vegetable products,Grain,durum wheat,2000,2000/01,detail position,domestically produced feed,,,,,1 000 tons,product weight
Vegetable products,Grain,rye,2000,2000/01,detail position,domestically produced feed,,,,,1 000 tons,product weight
Vegetable products,Grain,barley,2000,2000/01,detail position,domestically produced feed,,,,,1 000 tons,product weight
Vegetable products,Grain,oats,2000,2000/01,detail position,domestically produced feed,,,,,1 000 tons,product weight
Vegetable products,Grain,triticale,2000,2000/01,detail position,domestically produced feed,,,,,1 000 tons,product weight
Vegetable products,Grain,corn,2000,2000/01,detail position,domestically produced feed,,,,,1 000 tons,product weight
Vegetable products,Grain,soft wheat,2000,2000/01,detail position,import,,,,,1 000 tons,product weight
Vegetable products,Grain,durum wheat,2000,2000/01,detail position,import,,,,,1 000 tons,product weight
Vegetable products,Grain,rye,2000,2000/01,detail position,import,,,,,1 000 tons,product weight
Vegetable products,Grain,barley,2000,2000/01,detail position,import,,,,,1 000 tons,product weight
Vegetable products,Grain,oats,2000,2000/01,detail position,import,,,,,1 000 tons,product weight
Vegetable products,Grain,triticale,2000,2000/01,detail position,import,,,,,1 000 tons,product weight
Vegetable products,Grain,corn,2000,2000/01,detail position,import,,,,,1 000 tons,product weight
Vegetable products,Grain,soft wheat,2000,2000/01,detail position,Industrial Usage ,607,607,607,607,1 000 tons,product weight
Vegetable products,Grain,durum wheat,2000,2000/01,detail position,Industrial Usage ,0,0,0,0,1 000 tons,product weight
Vegetable products,Grain,rye,2000,2000/01,detail position,Industrial Usage ,17,17,17,17,1 000 tons,product weight
Vegetable products,Grain,barley,2000,2000/01,detail position,Industrial Usage ,2359,2359,2359,2359,1 000 tons,product weight
Vegetable products,Grain,oats,2000,2000/01,detail position,Industrial Usage ,0,0,0,0,1 000 tons,product weight
Vegetable products,Grain,triticale,2000,2000/01,detail position,Industrial Usage ,14,14,14,14,1 000 tons,product weight
Vegetable products,Grain,corn,2000,2000/01,detail position,Industrial Usage ,473,473,473,473,1 000 tons,product weight
Vegetable products,Grain,soft wheat,2000,2000/01,detail position,Industrial Usage ,,,,,1 000 tons,product weight
Vegetable products,Grain,durum wheat,2000,2000/01,detail position,Industrial Usage ,,,,,1 000 tons,product weight
Vegetable products,Grain,rye,2000,2000/01,detail position,Industrial Usage ,,,,,1 000 tons,product weight
Vegetable products,Grain,barley,2000,2000/01,detail position,Industrial Usage ,,,,,1 000 tons,
Vegetable products,Grain,oats,2000,2000/01,detail position,Industrial Usage ,,,,,1 000 tons,product weight
Vegetable products,Grain,triticale,2000,2000/01,detail position,Industrial Usage ,,,,,1 000 tons,product weight
Vegetable products,Grain,corn,2000,2000/01,detail position,Industrial Usage ,,,,,1 000 tons,product weight
Vegetable products,Grain,soft wheat,2000,2000/01,detail position,Industrial Usage ,,,,,1 000 tons,product weight
Vegetable products,Grain,durum wheat,2000,2000/01,detail position,Industrial Usage ,,,,,1 000 tons,product weight
Vegetable products,Grain,rye,2000,2000/01,detail position,Industrial Usage ,,,,,1 000 tons,product weight
Vegetable products,Grain,barley,2000,2000/01,detail position,Industrial Usage ,,,,,1 000 tons,product weight
Vegetable products,Grain,oats,2000,2000/01,detail position,Industrial Usage ,,,,,1 000 tons,product weight
Vegetable products,Grain,triticale,2000,2000/01,detail position,Industrial Usage ,,,,,1 000 tons,product weight
Vegetable products,Grain,corn,2000,2000/01,detail position,Industrial Usage ,,,,,1 000 tons,product weight
Vegetable products,Grain,soft wheat,2000,2000/01,detail position,Industrial Usage ,,,,,1 000 tons,product weight
Vegetable products,Grain,durum wheat,2000,2000/01,detail position,Industrial Usage ,,,,,1 000 tons,product weight
Vegetable products,Grain,rye,2000,2000/01,detail position,Industrial Usage ,,,,,1 000 tons,product weight
Vegetable products,Grain,barley,2000,2000/01,detail position,Industrial Usage ,,,,,1 000 tons,product weight
Vegetable products,Grain,oats,2000,2000/01,detail position,Industrial Usage ,,,,,1 000 tons,product weight
Vegetable products,Grain,triticale,2000,2000/01,detail position,Industrial Usage ,,,,,1 000 tons,product weight
Vegetable products,Grain,corn,2000,2000/01,detail position,Industrial Usage ,,,,,1 000 tons,product weight
Vegetable products,Grain,soft wheat,2001,2001/02,production,domestically produced feed,22708,22708,22708,22708,1 000 tons,product weight
Vegetable products,Grain,durum wheat,2001,2001/02,production,domestically produced feed,24,24,24,24,1 000 tons,product weight
Vegetable products,Grain,rye,2001,2001/02,production,domestically produced feed,5172,5172,5172,5172,1 000 tons,product weight
Vegetable products,Grain,barley,2001,2001/02,production,domestically produced feed,13434,13434,13434,13434,1 000 tons,product weight
Vegetable products,Grain,oats,2001,2001/02,production,domestically produced feed,1249,1249,1249,1249,1 000 tons,product weight
Vegetable products,Grain,triticale,2001,2001/02,production,domestically produced feed,3395,3395,3395,3395,1 000 tons,product weight
Vegetable products,Grain,corn,2001,2001/02,production,domestically produced feed,3504,3504,3504,3504,1 000 tons,product weight
Vegetable products,Grain,soft wheat,2001,2001/02,opening inventory,opening inventory,3153,3153,3153,3153,1 000 tons,product weight
Vegetable products,Grain,durum wheat,2001,2001/02,opening inventory,opening inventory,77,77,77,77,1 000 tons,product weight
Vegetable products,Grain,rye,2001,2001/02,opening inventory,opening inventory,4254,4254,4254,4254,1 000 tons,product weight
Vegetable products,Grain,barley,2001,2001/02,opening inventory,opening inventory,2519,2519,2519,2519,1 000 tons,product weight
Vegetable products,Grain,oats,2001,2001/02,opening inventory,opening inventory,220,220,220,220,1 000 tons,product weight
Vegetable products,Grain,triticale,2001,2001/02,opening inventory,opening inventory,292,292,292,292,1 000 tons,product weight
Vegetable products,Grain,corn,2001,2001/02,opening inventory,opening inventory,765,765,765,765,1 000 tons,product weight
Vegetable products,Grain,soft wheat,2001,2001/02,ending stock,ending stock,2634,2634,2634,2634,1 000 tons,product weight
Vegetable products,Grain,durum wheat,2001,2001/02,ending stock,ending stock,93,93,93,93,1 000 tons,product weight
Vegetable products,Grain,rye,2001,2001/02,ending stock,ending stock,5533,5533,5533,5533,1 000 tons,product weight
Vegetable products,Grain,barley,2001,2001/02,ending stock,ending stock,3591,3591,3591,3591,1 000 tons,product weight
Vegetable products,Grain,oats,2001,2001/02,ending stock,ending stock,241,241,241,241,1 000 tons,product weight
Vegetable products,Grain,triticale,2001,2001/02,ending stock,ending stock,326,326,326,326,1 000 tons,product weight
Vegetable products,Grain,corn,2001,2001/02,ending stock,ending stock,675,675,675,675,1 000 tons,product weight
Vegetable products,Grain,soft wheat,2001,2001/02,import,import,1494,1494,1494,1494,1 000 tons,product weight
Vegetable products,Grain,durum wheat,2001,2001/02,import,import,878,878,878,878,1 000 tons,product weight
Vegetable products,Grain,rye,2001,2001/02,import,import,33,33,33,33,1 000 tons,product weight
Vegetable products,Grain,barley,2001,2001/02,import,import,1231,1231,1231,1231,1 000 tons,product weight
Vegetable products,Grain,oats,2001,2001/02,import,import,104,104,104,104,1 000 tons,product weight
Vegetable products,Grain,triticale,2001,2001/02,import,import,5,5,5,5,1 000 tons,product weight
Vegetable products,Grain,corn,2001,2001/02,import,import,2292,2292,2292,2292,1 000 tons,product weight
Vegetable products,Grain,soft wheat,2001,2001/02,export,export,8903,8903,8903,8903,1 000 tons,product weight
Vegetable products,Grain,durum wheat,2001,2001/02,export,export,88,88,88,88,1 000 tons,product weight
Vegetable products,Grain,rye,2001,2001/02,export,export,1199,1199,1199,1199,1 000 tons,product weight
Vegetable products,Grain,barley,2001,2001/02,export,export,3323,3323,3323,3323,1 000 tons,product weight
Vegetable products,Grain,oats,2001,2001/02,export,export,89,89,89,89,1 000 tons,product weight
Vegetable products,Grain,triticale,2001,2001/02,export,export,266,266,266,266,1 000 tons,product weight
Vegetable products,Grain,corn,2001,2001/02,export,export,1441,1441,1441,1441,1 000 tons,product weight
Vegetable products,Grain,soft wheat,2001,2001/02,detail position,total domestic use,15818,15818,15818,15818,1 000 tons,product weight
Vegetable products,Grain,durum wheat,2001,2001/02,detail position,total domestic use,798,798,798,798,1 000 tons,product weight
Vegetable products,Grain,rye,2001,2001/02,detail position,total domestic use,2727,2727,2727,2727,1 000 tons,product weight
Vegetable products,Grain,barley,2001,2001/02,detail position,total domestic use,10270,10270,10270,10270,1 000 tons,product weight
Vegetable products,Grain,oats,2001,2001/02,detail position,total domestic use,1243,1243,1243,1243,1 000 tons,product weight
Vegetable products,Grain,triticale,2001,2001/02,detail position,total domestic use,3100,3100,3100,3100,1 000 tons,product weight
Vegetable products,Grain,corn,2001,2001/02,detail position,total domestic use,4445,4445,4445,4445,1 000 tons,product weight
Vegetable products,Grain,soft wheat,2001,2001/02,detail position,seed,542,542,542,542,1 000 tons,product weight
Vegetable products,Grain,durum wheat,2001,2001/02,detail position,seed,1,1,1,1,1 000 tons,product weight
Vegetable products,Grain,rye,2001,2001/02,detail position,seed,96,96,96,96,1 000 tons,product weight
Vegetable products,Grain,barley,2001,2001/02,detail position,seed,288,288,288,288,1 000 tons,product weight
Vegetable products,Grain,oats,2001,2001/02,detail position,seed,33,33,33,33,1 000 tons,product weight
Vegetable products,Grain,triticale,2001,2001/02,detail position,seed,90,90,90,90,1 000 tons,product weight
Vegetable products,Grain,corn,2001,2001/02,detail position,seed,49,49,49,49,1 000 tons,product weight
Vegetable products,Grain,soft wheat,2001,2001/02,detail position,lining,8348,8348,8348,8348,1 000 tons,product weight
Vegetable products,Grain,durum wheat,2001,2001/02,detail position,lining,6,6,6,6,1 000 tons,product weight
Vegetable products,Grain,rye,2001,2001/02,detail position,lining,1564,1564,1564,1564,1 000 tons,product weight
Vegetable products,Grain,barley,2001,2001/02,detail position,lining,7177,7177,7177,7177,1 000 tons,product weight
Vegetable products,Grain,oats,2001,2001/02,detail position,lining,984,984,984,984,1 000 tons,product weight
Vegetable products,Grain,triticale,2001,2001/02,detail position,lining,2911,2911,2911,2911,1 000 tons,product weight
Vegetable products,Grain,corn,2001,2001/02,detail position,lining,2964,2964,2964,2964,1 000 tons,product weight
Vegetable products,Grain,soft wheat,2001,2001/02,detail position,losses,536,536,536,536,1 000 tons,product weight
Vegetable products,Grain,durum wheat,2001,2001/02,detail position,losses,14,14,14,14,1 000 tons,product weight
Vegetable products,Grain,rye,2001,2001/02,detail position,losses,127,127,127,127,1 000 tons,product weight
Vegetable products,Grain,barley,2001,2001/02,detail position,losses,328,328,328,328,1 000 tons,product weight
Vegetable products,Grain,oats,2001,2001/02,detail position,losses,31,31,31,31,1 000 tons,product weight
Vegetable products,Grain,triticale,2001,2001/02,detail position,losses,68,68,68,68,1 000 tons,product weight
Vegetable products,Grain,corn,2001,2001/02,detail position,losses,105,105,105,105,1 000 tons,product weight
Vegetable products,Grain,soft wheat,2001,2001/02,detail position,Industrial Usage ,,,,,1 000 tons,product weight
Vegetable products,Grain,durum wheat,2001,2001/02,detail position,Industrial Usage ,,,,,1 000 tons,product weight
Vegetable products,Grain,rye,2001,2001/02,detail position,Industrial Usage ,,,,,1 000 tons,product weight
Vegetable products,Grain,barley,2001,2001/02,detail position,Industrial Usage ,,,,,1 000 tons,product weight
Vegetable products,Grain,oats,2001,2001/02,detail position,Industrial Usage ,,,,,1 000 tons,product weight
Vegetable products,Grain,triticale,2001,2001/02,detail position,Industrial Usage ,,,,,1 000 tons,product weight
Vegetable products,Grain,corn,2001,2001/02,detail position,Industrial Usage ,,,,,1 000 tons,product weight
Vegetable products,Grain,soft wheat,2001,2001/02,detail position,consumption,5836,5836,5836,5836,1 000 tons,grain value
Vegetable products,Grain,durum wheat,2001,2001/02,detail position,consumption,777,777,777,777,1 000 tons,grain value
Vegetable products,Grain,rye,2001,2001/02,detail position,consumption,924,924,924,924,1 000 tons,grain value
Vegetable products,Grain,barley,2001,2001/02,detail position,consumption,172,172,172,172,1 000 tons,grain value
Vegetable products,Grain,oats,2001,2001/02,detail position,consumption,195,195,195,195,1 000 tons,grain value
Vegetable products,Grain,triticale,2001,2001/02,detail position,consumption,0,0,0,0,1 000 tons,grain value
Vegetable products,Grain,corn,2001,2001/02,detail position,consumption,839,839,839,839,1 000 tons,grain value
Vegetable products,Grain,soft wheat,2001,2001/02,detail position,consumption in kg per capita,,,,,kilogram,grain value
Vegetable products,Grain,durum wheat,2001,2001/02,detail position,consumption in kg per capita,,,,,kilogram,grain value
Vegetable products,Grain,rye,2001,2001/02,detail position,consumption in kg per capita,,,,,kilogram,grain value
Vegetable products,Grain,barley,2001,2001/02,detail position,consumption in kg per capita,,,,,1 000 tons,grain value
Vegetable products,Grain,oats,2001,2001/02,detail position,consumption in kg per capita,,,,,1 000 tons,grain value
Vegetable products,Grain,triticale,2001,2001/02,detail position,consumption in kg per capita,,,,,1 000 tons,grain value
Vegetable products,Grain,corn,2001,2001/02,detail position,consumption in kg per capita,,,,,kilogram,grain value
Vegetable products,Grain,soft wheat,2001,2001/02,detail position,food consumption % yield,81.4599,81.4599,81.4599,81.4599,%,
Vegetable products,Grain,durum wheat,2001,2001/02,detail position,food consumption % yield,69.7555,69.7555,69.7555,69.7555,%,
Vegetable products,Grain,rye,2001,2001/02,detail position,food consumption % yield,87.1212,87.1212,87.1212,87.1212,%,
Vegetable products,Grain,barley,2001,2001/02,detail position,food consumption % yield,75,75,75,75,%,
Vegetable products,Grain,oats,2001,2001/02,detail position,food consumption % yield,75.8974,75.8974,75.8974,75.8974,%,
Vegetable products,Grain,triticale,2001,2001/02,detail position,food consumption % yield,0,0,0,0,%,
Vegetable products,Grain,corn,2001,2001/02,detail position,food consumption % yield,61.621,61.621,61.621,61.621,%,
Vegetable products,Grain,soft wheat,2001,2001/02,consumption,consumption,4754,4754,4754,4754,1 000 tons,product weight
Vegetable products,Grain,durum wheat,2001,2001/02,consumption,consumption,542,542,542,542,1 000 tons,product weight
Vegetable products,Grain,rye,2001,2001/02,consumption,consumption,805,805,805,805,1 000 tons,product weight
Vegetable products,Grain,barley,2001,2001/02,consumption,consumption,129,129,129,129,1 000 tons,product weight
Vegetable products,Grain,oats,2001,2001/02,consumption,consumption,148,148,148,148,1 000 tons,product weight
Vegetable products,Grain,triticale,2001,2001/02,consumption,consumption,0,0,0,0,1 000 tons,product weight
Vegetable products,Grain,corn,2001,2001/02,consumption,consumption,517,517,517,517,1 000 tons,product weight
Vegetable products,Grain,soft wheat,2001,2001/02,consumption per head,consumption in kg per capita,57.6662,57.6662,57.6662,57.6662,kilogram,flour value
Vegetable products,Grain,durum wheat,2001,2001/02,consumption per head,consumption in kg per capita,6.57448,6.57448,6.57448,6.57448,kilogram,flour value
Vegetable products,Grain,rye,2001,2001/02,consumption per head,consumption in kg per capita,9.76468,9.76468,9.76468,9.76468,kilogram,flour value
Vegetable products,Grain,barley,2001,2001/02,consumption per head,consumption in kg per capita,1.56477,1.56477,1.56477,1.56477,kilogram,flour value
Vegetable products,Grain,oats,2001,2001/02,consumption per head,consumption in kg per capita,1.79525,1.79525,1.79525,1.79525,kilogram,flour value
Vegetable products,Grain,triticale,2001,2001/02,consumption per head,consumption in kg per capita,0,0,0,0,kilogram,flour value
Vegetable products,Grain,corn,2001,2001/02,consumption per head,consumption in kg per capita,6.27123,6.27123,6.27123,6.27123,kilogram,flour value
Vegetable products,Grain,soft wheat,2001,2001/02,degree of self-sufficiency,degree of self-sufficiency in %,143.558,143.558,143.558,143.558,%,
Vegetable products,Grain,durum wheat,2001,2001/02,degree of self-sufficiency,degree of self-sufficiency in %,3.00752,3.00752,3.00752,3.00752,%,
Vegetable products,Grain,rye,2001,2001/02,degree of self-sufficiency,degree of self-sufficiency in %,189.659,189.659,189.659,189.659,%,
Vegetable products,Grain,barley,2001,2001/02,degree of self-sufficiency,degree of self-sufficiency in %,130.808,130.808,130.808,130.808,%,
Vegetable products,Grain,oats,2001,2001/02,degree of self-sufficiency,degree of self-sufficiency in %,100.483,100.483,100.483,100.483,%,
Vegetable products,Grain,triticale,2001,2001/02,degree of self-sufficiency,degree of self-sufficiency in %,109.516,109.516,109.516,109.516,%,
Vegetable products,Grain,corn,2001,2001/02,degree of self-sufficiency,degree of self-sufficiency in %,78.8301,78.8301,78.8301,78.8301,%,
Vegetable products,Grain,soft wheat,2001,2001/02,detail position,domestically produced feed,,,,,1 000 tons,product weight
Vegetable products,Grain,durum wheat,2001,2001/02,detail position,domestically produced feed,,,,,1 000 tons,product weight
Vegetable products,Grain,rye,2001,2001/02,detail position,domestically produced feed,,,,,1 000 tons,product weight
Vegetable products,Grain,barley,2001,2001/02,detail position,domestically produced feed,,,,,1 000 tons,product weight
Vegetable products,Grain,oats,2001,2001/02,detail position,domestically produced feed,,,,,1 000 tons,product weight
Vegetable products,Grain,triticale,2001,2001/02,detail position,domestically produced feed,,,,,1 000 tons,product weight
Vegetable products,Grain,corn,2001,2001/02,detail position,domestically produced feed,,,,,1 000 tons,product weight
Vegetable products,Grain,soft wheat,2001,2001/02,detail position,import,,,,,1 000 tons,product weight
Vegetable products,Grain,durum wheat,2001,2001/02,detail position,import,,,,,1 000 tons,product weight
Vegetable products,Grain,rye,2001,2001/02,detail position,import,,,,,1 000 tons,product weight
Vegetable products,Grain,barley,2001,2001/02,detail position,import,,,,,1 000 tons,product weight
Vegetable products,Grain,oats,2001,2001/02,detail position,import,,,,,1 000 tons,product weight
Vegetable products,Grain,triticale,2001,2001/02,detail position,import,,,,,1 000 tons,product weight
Vegetable products,Grain,corn,2001,2001/02,detail position,import,,,,,1 000 tons,product weight
Vegetable products,Grain,soft wheat,2001,2001/02,detail position,Industrial Usage ,556,556,556,556,1 000 tons,product weight
Vegetable products,Grain,durum wheat,2001,2001/02,detail position,Industrial Usage ,0,0,0,0,1 000 tons,product weight
Vegetable products,Grain,rye,2001,2001/02,detail position,Industrial Usage ,16,16,16,16,1 000 tons,product weight
Vegetable products,Grain,barley,2001,2001/02,detail position,Industrial Usage ,2305,2305,2305,2305,1 000 tons,product weight
Vegetable products,Grain,oats,2001,2001/02,detail position,Industrial Usage ,0,0,0,0,1 000 tons,product weight
Vegetable products,Grain,triticale,2001,2001/02,detail position,Industrial Usage ,31,31,31,31,1 000 tons,product weight
Vegetable products,Grain,corn,2001,2001/02,detail position,Industrial Usage ,488,488,488,488,1 000 tons,product weight
Vegetable products,Grain,soft wheat,2001,2001/02,detail position,Industrial Usage ,,,,,1 000 tons,product weight
Vegetable products,Grain,durum wheat,2001,2001/02,detail position,Industrial Usage ,,,,,1 000 tons,product weight
Vegetable products,Grain,rye,2001,2001/02,detail position,Industrial Usage ,,,,,1 000 tons,product weight
Vegetable products,Grain,barley,2001,2001/02,detail position,Industrial Usage ,,,,,1 000 tons,
Vegetable products,Grain,oats,2001,2001/02,detail position,Industrial Usage ,,,,,1 000 tons,product weight
Vegetable products,Grain,triticale,2001,2001/02,detail position,Industrial Usage ,,,,,1 000 tons,product weight
Vegetable products,Grain,corn,2001,2001/02,detail position,Industrial Usage ,,,,,1 000 tons,product weight
Vegetable products,Grain,soft wheat,2001,2001/02,detail position,Industrial Usage ,,,,,1 000 tons,product weight
Vegetable products,Grain,durum wheat,2001,2001/02,detail position,Industrial Usage ,,,,,1 000 tons,product weight
Vegetable products,Grain,rye,2001,2001/02,detail position,Industrial Usage ,,,,,1 000 tons,product weight
